Year,Season,Koppen climate classification,Climate,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Ta_h (C),Ta_m (C),Ta_l (C),Operative temperature (C),Radiant temperature (C),Globe temperature (C),Tg_h (C),Tg_m (C),Tg_l (C),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Velocity_h (m/s),Velocity_m (m/s),Velocity_l (m/s),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C)
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,1,1,cooler,0,more,NA,0.2,5,25.71,0.64,1.3,NA,NA,NA,NA,23.8,NA,23.8,NA,23.8,NA,NA,NA,23.8,NA,53.8,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,cooler,1,more,NA,0.1,5,24.51,0.43,1.7,NA,NA,NA,NA,24.1,NA,24.1,NA,24.2,NA,NA,NA,24.2,NA,51.7,NA,NA,0.29,NA,0.29,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,0,cooler,0,more,NA,0.1,5,25.46,0.65,1.1,NA,NA,NA,NA,24.7,NA,24.7,NA,24.8,NA,NA,NA,24.8,NA,49,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,less,NA,-0.5,10,23.6,0.4,1.1,NA,NA,NA,NA,24.7,NA,24.7,NA,24.8,NA,NA,NA,24.8,NA,48.9,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,0,1,no change,1,no change,NA,-0.7,15,22.99,0.43,1.1,NA,NA,NA,NA,24,NA,24,NA,24,NA,NA,NA,24,NA,51.8,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,2,0,cooler,0,more,NA,0.8,19,29.53,0.68,1.7,NA,NA,NA,NA,24.8,NA,24.8,NA,24.6,NA,NA,NA,24.6,NA,48.9,NA,NA,0.14,NA,0.14,NA,NA,NA,NA,NA,0,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,2,0,cooler,0,more,NA,-0.6,13,22.85,0.43,1.1,NA,NA,NA,NA,23.9,NA,23.9,NA,23.9,NA,NA,NA,23.9,NA,51.3,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,0,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.6,11,23.22,0.44,1.1,NA,NA,NA,NA,24.1,NA,24.1,NA,24.3,NA,NA,NA,24.3,NA,50.5,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,0,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,65,Male,0,1,no change,1,no change,NA,0.4,8,26.33,0.44,1.6,NA,NA,NA,NA,24.1,NA,24.1,NA,24.3,NA,NA,NA,24.3,NA,50.5,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,1.5,0,cooler,0,more,NA,-0.1,5,24.31,0.43,1.1,NA,NA,NA,NA,25.3,NA,25.3,NA,25.3,NA,NA,NA,25.3,NA,48.6,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,NA,1,no change,NA,-0.5,10,22.7,0.46,1.4,NA,NA,NA,NA,23.4,NA,23.4,NA,23.4,NA,NA,NA,23.4,NA,50.8,NA,NA,0.3,NA,0.3,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.6,12,22.86,0.4,1.3,NA,NA,NA,NA,23.1,NA,23.1,NA,23.1,NA,NA,NA,23.1,NA,56.3,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,-1,1,no change,0,less,NA,-0.3,7,23.89,0.43,1.3,NA,NA,NA,NA,23.9,NA,23.9,NA,23.8,NA,NA,NA,23.8,NA,53.1,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Female,1.1,1,cooler,1,no change,NA,-0.9,22,22.46,0.42,1.1,NA,NA,NA,NA,23.8,NA,23.8,NA,23.6,NA,NA,NA,23.6,NA,53.5,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.2,6,23.64,0.46,1.3,NA,NA,NA,NA,25.1,NA,25.1,NA,24.8,NA,NA,NA,24.9,NA,48.6,NA,NA,0.29,NA,0.29,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0.5,1,no change,1,no change,NA,-1,26,22.02,0.46,1.1,NA,NA,NA,NA,22.8,NA,22.8,NA,22.8,NA,NA,NA,22.8,NA,60.8,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,1,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.2,6,24.03,0.46,1.3,NA,NA,NA,NA,23.5,NA,23.5,NA,23.6,NA,NA,NA,23.6,NA,57.8,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,2,0,cooler,1,no change,NA,0.1,5,25.47,0.68,1.3,NA,NA,NA,NA,23,NA,23,NA,23,NA,NA,NA,23,NA,60.6,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-0.6,12,23.28,0.46,1.3,NA,NA,NA,NA,23,NA,23,NA,23,NA,NA,NA,23,NA,60.6,NA,NA,0.15,NA,0.15,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Male,0,1,no change,1,no change,NA,-0.2,6,24.17,0.46,1.3,NA,NA,NA,NA,23.2,NA,23.2,NA,23.2,NA,NA,NA,23.2,NA,59.3,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,no change,1,no change,NA,-0.8,19,22.28,0.41,1.1,NA,NA,NA,NA,23.2,NA,23.2,NA,23.2,NA,NA,NA,23.2,NA,59.2,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,0,5,25.58,0.82,1.1,NA,NA,NA,NA,23.2,NA,23.2,NA,23.4,NA,NA,NA,23.4,NA,58.6,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-0.2,6,24.73,0.46,1.3,NA,NA,NA,NA,24.2,NA,24.2,NA,24.4,NA,NA,NA,24.3,NA,64.6,NA,NA,0.16,NA,0.16,NA,NA,NA,NA,NA,1,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,-1,0,warmer,0,no change,NA,-0.1,5,24.69,0.78,1.1,NA,NA,NA,NA,22.6,NA,22.6,NA,22.7,NA,NA,NA,22.7,NA,64.6,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Male,2,1,no change,1,no change,NA,-0.7,15,22.53,0.46,1.2,NA,NA,NA,NA,22.7,NA,22.7,NA,22.7,NA,NA,NA,22.7,NA,64.6,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.5,50,20.69,0.41,1.1,NA,NA,NA,NA,22,NA,22,NA,21.9,NA,NA,NA,21.9,NA,64.2,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.9,21,22.92,0.43,1,NA,NA,NA,NA,24.3,NA,24.3,NA,24.3,NA,NA,NA,24.3,NA,57.6,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,0,more,NA,0.2,6,25.63,0.46,1.4,NA,NA,NA,NA,24.3,NA,24.3,NA,24.1,NA,NA,NA,24.1,NA,56.4,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,1,1,cooler,0,more,NA,-0.6,14,22.51,0.46,1.3,NA,NA,NA,NA,22.3,NA,22.3,NA,22.1,NA,NA,NA,22.1,NA,64.1,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,cooler,1,more,NA,-1.3,41,20.93,0.43,1.2,NA,NA,NA,NA,22.8,NA,22.8,NA,23,NA,NA,NA,22.9,NA,61,NA,NA,0.3,NA,0.3,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,0,cooler,0,more,NA,0.1,5,25.4,0.65,1.1,NA,NA,NA,NA,24.5,NA,24.5,NA,24.5,NA,NA,NA,24.5,NA,55.2,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,less,NA,-0.5,11,23.38,0.4,1.1,NA,NA,NA,NA,24.5,NA,24.5,NA,24.5,NA,NA,NA,24.5,NA,55.1,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,0,1,no change,1,no change,NA,-0.6,12,23.11,0.43,1.3,NA,NA,NA,NA,22.9,NA,22.9,NA,22.9,NA,NA,NA,22.9,NA,60.4,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,2,0,cooler,0,more,NA,-0.3,7,23.83,0.43,1.1,NA,NA,NA,NA,24.6,NA,24.6,NA,24.7,NA,NA,NA,24.7,NA,55.6,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,0,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,no change,1,no change,NA,-1.2,35,21.34,0.44,1.1,NA,NA,NA,NA,22.2,NA,22.2,NA,22.4,NA,NA,NA,22.4,NA,61.9,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,0,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,65,Male,0,1,no change,1,no change,NA,-0.3,7,23.74,0.44,1.4,NA,NA,NA,NA,22.2,NA,22.2,NA,22.4,NA,NA,NA,22.4,NA,61.9,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,2,0,cooler,0,more,NA,-0.3,7,23.74,0.43,1.1,NA,NA,NA,NA,24.6,NA,24.6,NA,24.6,NA,NA,NA,24.6,NA,55.2,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.3,6,23.27,0.46,1.7,NA,NA,NA,NA,22.2,NA,22.2,NA,21.6,NA,NA,NA,21.8,NA,63.2,NA,NA,0.26,NA,0.26,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-1.1,32,20.84,0.4,1.3,NA,NA,NA,NA,21.2,NA,21.2,NA,21,NA,NA,NA,21.1,NA,67.7,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,-1,1,no change,0,less,NA,-0.7,14,22.65,0.43,1.3,NA,NA,NA,NA,22.5,NA,22.5,NA,22.5,NA,NA,NA,22.5,NA,63.7,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,0.7,16,28.39,0.46,1.9,NA,NA,NA,NA,23.4,NA,23.4,NA,23.7,NA,NA,NA,23.7,NA,55.9,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,2,0,cooler,0,more,NA,-0.6,12,22.97,0.46,1.2,NA,NA,NA,NA,22.8,NA,22.8,NA,23,NA,NA,NA,23,NA,56.5,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,2.1,0,cooler,1,no change,NA,0,5,24.89,0.46,1.5,NA,NA,NA,NA,22.9,NA,22.9,NA,23,NA,NA,NA,23,NA,56.5,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-1.1,28,21.91,0.39,1.1,NA,NA,NA,NA,23.2,NA,23.2,NA,23.2,NA,NA,NA,23.2,NA,57.6,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,1.5,0,cooler,0,more,NA,-0.6,12,23.34,0.52,1.3,NA,NA,NA,NA,22.4,NA,22.4,NA,22.4,NA,NA,NA,22.4,NA,58.3,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Male,1,1,no change,1,no change,NA,-0.1,5,24.87,0.41,1.6,NA,NA,NA,NA,22.5,NA,22.5,NA,22.5,NA,NA,NA,22.5,NA,58.4,NA,NA,0.14,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,0,cooler,0,more,NA,0.1,5,25.03,0.41,1.6,NA,NA,NA,NA,23,NA,23,NA,23.1,NA,NA,NA,23.1,NA,55.7,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,65,Male,0,1,no change,1,no change,NA,0,5,24.66,0.43,1.4,NA,NA,NA,NA,23.4,NA,23.4,NA,23.6,NA,NA,NA,23.6,NA,53.2,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.8,18,22.47,0.41,1.1,NA,NA,NA,NA,23.4,NA,23.4,NA,23.6,NA,NA,NA,23.6,NA,53.2,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Male,1.1,1,no change,1,no change,NA,0.3,7,26.34,0.46,1.7,NA,NA,NA,NA,23,NA,23,NA,23,NA,NA,NA,23,NA,54.9,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,no change,1,no change,NA,-0.5,10,23.1,0.41,1.3,NA,NA,NA,NA,23.1,NA,23.1,NA,23.1,NA,NA,NA,23.1,NA,54.7,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,-1,1,warmer,1,no change,NA,-0.5,9,23.23,0.41,1.3,NA,NA,NA,NA,23.2,NA,23.2,NA,23.3,NA,NA,NA,23.3,NA,56.8,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,-1,0,warmer,1,no change,NA,-0.1,5,24.79,0.66,1.1,NA,NA,NA,NA,23.7,NA,23.7,NA,23.9,NA,NA,NA,24,NA,53.5,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,0,1,no change,1,no change,NA,0.2,6,25.49,0.41,1.6,NA,NA,NA,NA,23.1,NA,23.1,NA,23.1,NA,NA,NA,23.2,NA,54.7,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.9,23,22.43,0.43,1,NA,NA,NA,NA,24,NA,24,NA,23.9,NA,NA,NA,23.9,NA,54.6,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,2,0,no change,0,more,NA,0.9,21,28.21,0.46,1.4,NA,NA,NA,NA,27,NA,27,NA,27,NA,NA,NA,27,NA,48.3,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,0,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,1,1,cooler,0,more,NA,0,5,25.24,0.65,1.3,NA,NA,NA,NA,23.7,NA,23.7,NA,23.2,NA,NA,NA,23.2,NA,57.6,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,cooler,1,more,NA,-0.3,6,24.18,0.43,1.4,NA,NA,NA,NA,24.1,NA,24.1,NA,23.5,NA,NA,NA,23.6,NA,54,NA,NA,0.14,NA,0.14,NA,NA,NA,NA,NA,1,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,1,1,cooler,0,more,NA,-0.2,6,24,0.41,1.1,NA,NA,NA,NA,25.1,NA,25.1,NA,25.1,NA,NA,NA,25.1,NA,51.3,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,1,1,no change,1,no change,NA,-0.1,5,24.66,0.41,1.2,NA,NA,NA,NA,25.2,NA,25.2,NA,25.2,NA,NA,NA,25.2,NA,51,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,2,0,cooler,0,more,NA,0.2,6,25.32,0.43,1.3,NA,NA,NA,NA,25.2,NA,25.2,NA,25.2,NA,NA,NA,25.2,NA,51,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Female,0,1,no change,0,no change,NA,-0.7,15,22.65,0.4,1.1,NA,NA,NA,NA,24,NA,24,NA,23.9,NA,NA,NA,23.9,NA,53.9,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,65,Male,0,1,no change,1,no change,NA,0,5,24.85,0.43,1.6,NA,NA,NA,NA,22.9,NA,22.9,NA,22.7,NA,NA,NA,22.6,NA,58.4,NA,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,0,5,24.95,0.46,1.3,NA,NA,NA,NA,24.1,NA,24.1,NA,24.2,NA,NA,NA,24.2,NA,54.9,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.8,20,21.71,0.41,1.3,NA,NA,NA,NA,22.4,NA,22.4,NA,21.9,NA,NA,NA,21.9,NA,61.6,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.5,10,23.41,0.46,1.3,NA,NA,NA,NA,24.2,NA,24.2,NA,23.5,NA,NA,NA,23.6,NA,54.8,NA,NA,0.16,NA,0.16,NA,NA,NA,NA,NA,1,1,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,0,5,25.23,0.77,1.2,NA,NA,NA,NA,23.4,NA,23.4,NA,23.3,NA,NA,NA,23.3,NA,38.9,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-2.1,80,18.98,0.39,1.1,NA,NA,NA,NA,20.7,NA,20.7,NA,20.8,NA,NA,NA,20.8,NA,45.5,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1,25,21.99,0.55,1.1,NA,NA,NA,NA,22.2,NA,22.2,NA,22.2,NA,NA,NA,22.3,NA,39.4,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,-0.1,1,no change,1,no change,NA,-0.7,14,22.63,0.55,1.3,NA,NA,NA,NA,21.8,NA,21.8,NA,21.8,NA,NA,NA,21.8,NA,41.6,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-0.4,8,23.62,0.67,1.3,NA,NA,NA,NA,21.8,NA,21.8,NA,21.8,NA,NA,NA,21.8,NA,41.6,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.7,15,23.03,0.46,1.1,NA,NA,NA,NA,24.3,NA,24.3,NA,24.3,NA,NA,NA,24.3,NA,38,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-0.7,15,22.97,0.41,1.3,NA,NA,NA,NA,23.4,NA,23.4,NA,23.4,NA,NA,NA,23.4,NA,38.6,NA,NA,0.14,NA,0.14,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Female,-1,0,warmer,1,no change,NA,-0.2,6,24.32,0.71,1.1,NA,NA,NA,NA,23.4,NA,23.4,NA,23.4,NA,NA,NA,23.4,NA,38.8,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,0,0,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-1,28,22.06,0.41,1.1,NA,NA,NA,NA,23.4,NA,23.4,NA,23.4,NA,NA,NA,23.4,NA,38.6,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,1,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.7,14,22.98,0.66,1.1,NA,NA,NA,NA,22.3,NA,22.3,NA,22.4,NA,NA,NA,22.4,NA,39.1,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,22
2009,Summer,Cfa,Humid subtropical,Mixed Mode,Naturally Ventilated,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.3,41,21.04,0.41,1.1,NA,NA,NA,NA,22.3,NA,22.3,NA,22.4,NA,NA,NA,22.4,NA,39.4,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,1,NA,NA,22
