Year,Season,Koppen climate classification,Climate,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Ta_h (C),Ta_m (C),Ta_l (C),Operative temperature (C),Radiant temperature (C),Globe temperature (C),Tg_h (C),Tg_m (C),Tg_l (C),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Velocity_h (m/s),Velocity_m (m/s),Velocity_l (m/s),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C)
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-1.22,36.28,21.06,0.5,1.25,1.1,1.1,1.7,1.1,20.5,NA,20.5,NA,20.7,NA,NA,NA,20.7,NA,59.8,NA,NA,0.16,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,0.2,5,26.24,0.71,1.4,1.1,1.1,1.1,1.1,22.7,NA,22.7,NA,22.8,NA,NA,NA,22.8,NA,50,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,1,0,cooler,1,no change,NA,-0.4,9,23.55,0.54,1.2,1,1,1.7,1,22.9,NA,22.9,NA,23.2,NA,NA,NA,23.2,NA,48.7,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,warmer,1,less,NA,-1.4,43,20.69,0.63,1.1,1.7,1.4,1,1,19.8,NA,19.8,NA,20.1,NA,NA,NA,20.1,NA,57.6,NA,NA,0.11,NA,0.11,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2.5,0,warmer,1,no change,NA,-0.4,9,23.69,0.85,1.2,1.1,1.1,1.7,1.7,20.4,NA,20.4,NA,20.7,NA,NA,NA,20.8,NA,57.4,NA,NA,0.03,NA,0.03,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,1,warmer,0,more,NA,-0.5,11,22.92,0.45,1.3,1.1,1.1,1.1,1.1,22.7,NA,22.7,NA,22.7,NA,NA,NA,22.7,NA,49.5,NA,NA,0.09,NA,0.09,NA,NA,NA,0,NA,NA,1,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,1,0,cooler,0,more,NA,-0.9,23,22.37,0.46,1.1,1.1,1.1,1.1,1.1,22.9,NA,22.9,NA,23.2,NA,NA,NA,23.1,NA,50.2,NA,NA,0.12,NA,0.12,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,warmer,1,no change,NA,-0.7,15,22.23,0.53,1.4,1.1,1.1,1.1,1.1,20.3,NA,20.3,NA,20.2,NA,NA,NA,20.2,NA,58.3,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,NA,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,1,0,no change,1,no change,NA,-1.2,37,21.71,0.46,1,1.1,1,1,1.7,22.8,NA,22.8,NA,23,NA,NA,NA,23.1,NA,51.8,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.4,9,23.66,0.84,1.4,1.1,1.1,1.4,1.1,18.7,NA,18.7,NA,18.8,NA,NA,NA,18.8,NA,65.6,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,1,1,no change,1,no change,NA,-0.4,8,23.62,0.5,1.3,1.1,1.1,1.1,1.1,22.4,NA,22.4,NA,22.4,NA,NA,NA,22.4,NA,55.2,NA,NA,0.11,NA,0.11,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0,1,no change,0,no change,NA,0,5,25.51,0.8,1.3,1.1,1.1,1.4,1.1,22.4,NA,22.4,NA,22.3,NA,NA,NA,22.3,NA,55.3,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,1,1,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2.3,0,cooler,0,more,NA,-0.1,5,24.93,0.43,1.3,1.7,1.7,1.7,1.7,25.2,NA,25.2,NA,25,NA,NA,NA,25,NA,45.5,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,no change,1,no change,NA,-0.2,6,24.06,0.46,1.4,1,1,1.7,1,22.9,NA,22.9,NA,22.8,NA,NA,NA,22.8,NA,49.9,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.1,31,21.59,0.38,1.1,1.1,1.1,1.1,1.1,22.8,NA,22.8,NA,23,NA,NA,NA,23,NA,52.2,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,no change,1,no change,NA,-0.5,10,23.31,0.52,1.1,1.1,1.4,1.7,1.7,23.8,NA,23.8,NA,23.7,NA,NA,NA,23.7,NA,47.4,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,3,0,cooler,0,more,NA,0,5,24.99,0.38,1.3,1.1,1.1,1.1,1.1,25.6,NA,25.6,NA,25.5,NA,NA,NA,25.5,NA,45.2,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.6,13,22.93,0.48,1.1,1.4,1.1,1.1,1.1,23.7,NA,23.7,NA,23.6,NA,NA,NA,23.6,NA,48.9,NA,NA,0.04,NA,0.04,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-0.8,18,22.49,0.55,1.1,1.1,1.7,1.7,1.1,22.8,NA,22.8,NA,22.8,NA,NA,NA,22.8,NA,52.7,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.7,16,22.76,0.48,1.1,1.1,1.1,1.7,1.1,23.4,NA,23.4,NA,23.5,NA,NA,NA,23.5,NA,43.9,NA,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,1,warmer,1,no change,NA,-0.3,7,24.15,1.01,1.1,1.4,1.1,1.1,1.1,20.8,NA,20.8,NA,20.8,NA,NA,NA,20.8,NA,49.6,NA,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.8,65,19.84,0.38,1.1,1.1,1.1,1.1,1.1,21,NA,21,NA,21.4,NA,NA,NA,21.4,NA,50.7,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,no change,1,no change,NA,-0.8,19,22.36,0.52,1.1,1.1,1.1,1.1,1.1,22.9,NA,22.9,NA,22.8,NA,NA,NA,22.8,NA,43.5,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,3,0,cooler,0,more,NA,-1,25,22.02,0.4,1.1,1.1,1.1,1.4,1.1,23.2,NA,23.2,NA,23.4,NA,NA,NA,23.4,NA,44,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,warmer,NA,less,NA,-1.1,33,21.44,0.63,1.1,1.1,1.4,1.1,1.7,20.7,NA,20.7,NA,20.9,NA,NA,NA,20.9,NA,50.7,NA,NA,0.11,NA,0.11,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0.5,1,no change,NA,no change,NA,-1.1,32,21.32,0.5,1.3,1.1,1,1.1,1,21.4,NA,21.4,NA,21.2,NA,NA,NA,21.3,NA,51.7,NA,NA,0.17,NA,0.17,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0,1,NA,NA,no change,NA,0.1,5,25.89,0.83,1.4,1.1,1.1,1.1,1.1,21.3,NA,21.3,NA,21.3,NA,NA,NA,21.3,NA,52,NA,NA,0.06,NA,0.06,NA,NA,NA,1,NA,1,1,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,1,no change,NA,-0.6,12,23.18,0.93,1.1,1.1,1.4,1.1,1.1,20.4,NA,20.4,NA,20.4,NA,NA,NA,20.4,NA,53.6,NA,NA,0.08,NA,0.08,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,1,no change,1,no change,NA,-0.2,6,24.13,0.46,1.1,1.1,1.1,1.1,1.1,25,NA,25,NA,25,NA,NA,NA,25,NA,41.3,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,no change,1,no change,NA,-0.5,11,22.73,0.46,1.4,1.1,1.1,1.4,1.1,21.7,NA,21.7,NA,21.6,NA,NA,NA,21.6,NA,45.5,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,1,0,cooler,0,more,NA,0.1,5,25.3,0.49,1.4,1.1,1.7,1.1,1.1,24.2,NA,24.2,NA,24.2,NA,NA,NA,24.2,NA,41.7,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,no change,1,no change,NA,-0.9,22,22.15,0.59,1.1,1.1,1.1,1.4,1.1,21.8,NA,21.8,NA,22,NA,NA,NA,22,NA,49.9,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,0,no change,0,less,NA,-0.7,16,23.05,0.95,1.1,1.1,1.7,1.1,1.1,21.1,NA,21.1,NA,21.2,NA,NA,NA,21.2,NA,41.9,NA,NA,0.24,NA,0.24,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,no change,NA,-0.8,18,22.71,0.55,1.1,1.1,1.1,1.1,1.1,22.8,NA,22.8,NA,22.9,NA,NA,NA,22.9,NA,42.2,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,0,1,no change,1,no change,NA,-0.1,5,24.89,0.85,1.3,1.1,1,1.1,1.1,21.7,NA,21.7,NA,21.5,NA,NA,NA,21.5,NA,45.7,NA,NA,0.09,NA,0.09,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,1,0,cooler,1,no change,NA,0,5,24.76,0.54,1.2,1.1,1.1,1.4,1.1,24.6,NA,24.6,NA,24.7,NA,NA,NA,24.7,NA,36.7,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,1,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,no change,1,no change,NA,-0.2,6,24.07,0.59,1.4,1.1,1.1,1.1,1.1,22,NA,22,NA,21.9,NA,NA,NA,21.9,NA,39.4,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,1,no change,NA,0.1,5,25.8,0.94,1.2,1.1,1.1,1.1,1.1,22,NA,22,NA,22.2,NA,NA,NA,22.3,NA,44,NA,NA,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,1,warmer,0,more,NA,-0.9,22,22.41,0.46,1.2,1.1,1.7,1.7,1.7,23,NA,23,NA,22.9,NA,NA,NA,22.9,NA,37.5,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,-0.3,6,24.38,0.66,1.2,1.1,1.1,1.1,1.7,23.3,NA,23.3,NA,23.3,NA,NA,NA,23.3,NA,39.1,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,-0.1,5,24.42,0.51,1.3,1.1,1.1,1.1,1.7,24.1,NA,24.1,NA,24.1,NA,NA,NA,24.1,NA,35.4,NA,NA,0.06,NA,0.06,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,0,1,no change,1,no change,NA,-0.6,13,23.07,0.46,1.1,1.1,1.1,1.1,1.1,24.1,NA,24.1,NA,24.1,NA,NA,NA,24.1,NA,35.3,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,1,warmer,1,no change,NA,-0.8,20,22.34,0.71,1.1,1.1,1.4,1.7,1.7,21.4,NA,21.4,NA,21.4,NA,NA,NA,21.4,NA,40.5,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2,0,warmer,0,less,NA,-0.7,16,22.47,0.8,1.2,1.4,1.4,1.7,1.7,19.9,NA,19.9,NA,20,NA,NA,NA,20,NA,52.4,NA,NA,0.08,NA,0.08,NA,NA,NA,1,NA,0,0,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,1,1,no change,1,no change,NA,-0.3,7,24.22,0.49,1,1.1,1.1,1.1,1.1,25.3,NA,25.3,NA,25.4,NA,NA,NA,25.4,NA,39.4,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,1,24,29.74,0.93,1.4,1.1,1.1,1.1,1.1,25.3,NA,25.3,NA,25.4,NA,NA,NA,25.4,NA,39.4,NA,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,warmer,1,no change,NA,0.1,5,25.56,0.53,1.7,1.1,1.1,1.1,1.1,21.8,NA,21.8,NA,21.8,NA,NA,NA,21.8,NA,47.6,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,1,warmer,0,more,NA,-0.4,9,23.27,0.43,1.3,1.1,1.1,1.1,1.1,23,NA,23,NA,23,NA,NA,NA,23,NA,43.1,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,3,0,cooler,0,more,NA,-0.2,6,24.14,0.46,1.3,1.4,1.2,1,1,24.1,NA,24.1,NA,24.1,NA,NA,NA,24.1,NA,40.7,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,1,no change,1,no change,NA,0.2,5,25.55,0.52,1.6,1.7,1.7,1.1,1.1,23.1,NA,23.1,NA,23,NA,NA,NA,23,NA,43.3,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,no change,1,no change,NA,-0.4,8,23.48,0.46,1.4,1.1,1.1,1.1,1.1,22.5,NA,22.5,NA,22.4,NA,NA,NA,22.4,NA,44.7,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,2.2,0,cooler,0,more,NA,0.1,5,25.15,0.43,1.4,1.1,1.1,1.1,1.1,24.7,NA,24.7,NA,24.5,NA,NA,NA,24.5,NA,40,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-0.2,6,24.76,0.84,1.4,1.1,1.1,1.1,1.1,19.9,NA,19.9,NA,20.1,NA,NA,NA,20.1,NA,56.1,NA,NA,0.1,NA,0.1,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,0.5,10,27.77,0.82,1.4,1.4,1.4,1.7,1.1,23.9,NA,23.9,NA,23.8,NA,NA,NA,23.8,NA,43.5,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.4,46,20.85,0.39,1.1,1.1,1.4,1.7,1.1,21.9,NA,21.9,NA,22.3,NA,NA,NA,22.3,NA,47.8,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,NA,NA,NA,-0.1,5,24.38,0.4,1.5,1.1,1.1,1.1,1.1,23.1,NA,23.1,NA,23.1,NA,NA,NA,23.1,NA,54.3,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,1,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-2.5,0,warmer,1,no change,NA,-0.1,5,25.03,0.85,1.2,1.4,1.1,1.1,1.1,21.8,NA,21.8,NA,22,NA,NA,NA,22,NA,58.1,NA,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,0,1,no change,1,no change,NA,0.3,7,27.22,0.79,1.4,1.4,1.7,1.1,1.1,22.9,NA,22.9,NA,22.8,NA,NA,NA,22.8,NA,57.1,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,0,1,NA,1,no change,NA,-1.1,32,21.3,0.57,1.1,1.1,1.1,1.1,1.1,21.1,NA,21.1,NA,21.1,NA,NA,NA,21.2,NA,63.2,NA,NA,0.09,NA,0.09,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Male,1,0,cooler,0,more,NA,-0.9,22,22.22,0.49,1.2,1.1,1.1,1.1,1.7,21.9,NA,21.9,NA,22.2,NA,NA,NA,22.2,NA,57.7,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,1,cooler,1,no change,NA,-0.2,6,24.02,0.43,1.3,1.1,1.1,1.1,1.4,23.5,NA,23.5,NA,23.5,NA,NA,NA,23.5,NA,51.8,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.1,33,21.36,0.37,1.2,1.4,1.2,1,1,21.9,NA,21.9,NA,22.2,NA,NA,NA,22.2,NA,57.2,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-0.9,1,warmer,1,no change,NA,-0.7,15,22.84,0.71,1.1,1.1,1.1,1.1,1.1,21.6,NA,21.6,NA,21.6,NA,NA,NA,21.6,NA,60.3,NA,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,0,1,no change,1,NA,NA,0.1,5,26.17,0.71,1.4,1.1,1.4,1.7,1.7,22.6,NA,22.6,NA,22.5,NA,NA,NA,22.5,NA,54.8,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-2,0,warmer,0,less,NA,0.3,7,27.07,0.82,1.5,1.7,1.7,1.1,1.1,21.7,NA,21.7,NA,21.7,NA,NA,NA,21.7,NA,60.3,NA,NA,0.09,NA,0.09,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-2,0,warmer,1,no change,NA,0.1,5,25.48,0.8,1.1,1.1,1.1,1.1,1.1,23.5,NA,23.5,NA,23.6,NA,NA,NA,23.6,NA,53.1,NA,NA,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Female,-1,1,warmer,1,no change,NA,-1.2,36,21.27,0.46,1.2,1.1,1.1,1.1,1.1,21.6,NA,21.6,NA,21.5,NA,NA,NA,21.6,NA,56.8,NA,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,25,Female,0,1,no change,1,no change,NA,0.2,6,26.68,0.84,1.3,1.1,1.1,1.7,1.7,22.4,NA,22.4,NA,22.5,NA,NA,NA,22.5,NA,56.7,NA,NA,0.11,NA,0.11,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,65,Female,-1,0,warmer,1,no change,NA,0.1,5,26.19,0.71,1.4,1.1,1.1,1.7,1.1,22.4,NA,22.4,NA,22.5,NA,NA,NA,22.5,NA,56.7,NA,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1,1,no change,1,no change,NA,-0.1,5,25.45,0.8,1.3,1.1,1.1,1.1,1.1,21.8,NA,21.8,NA,21.8,NA,NA,NA,21.8,NA,55.4,NA,NA,0.15,NA,0.15,NA,NA,NA,NA,NA,1,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,-1,0,warmer,1,no change,NA,-0.4,8,23.67,0.68,1.3,1.1,1.1,1.4,1.7,21.3,NA,21.3,NA,21.4,NA,NA,NA,21.4,NA,56.5,NA,NA,0.08,NA,0.08,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,55,Female,-1,0,warmer,1,no change,NA,-0.1,5,25.64,1.09,1.2,1,1,1,1,20.7,NA,20.7,NA,20.7,NA,NA,NA,20.7,NA,60.4,NA,NA,0.11,NA,0.11,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,35,Male,1,1,cooler,1,no change,NA,-1.2,36,21.22,0.46,1.1,1.1,1.1,1.1,1.1,21.9,NA,21.9,NA,22,NA,NA,NA,22,NA,54.2,NA,NA,0.07,NA,0.07,NA,NA,NA,0,NA,0,0,0,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Female,1,1,no change,1,no change,NA,-0.5,10,23.37,0.55,1.2,1.7,1.1,1.7,1.7,22.8,NA,22.8,NA,22.9,NA,NA,NA,22.9,NA,53.4,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,-1,0,warmer,0,less,NA,-0.4,8,23.96,0.87,1.1,1.1,1.1,1.1,1.1,21.2,NA,21.2,NA,21.5,NA,NA,NA,21.5,NA,57.5,NA,NA,0.05,NA,0.05,NA,NA,NA,1,NA,NA,NA,1,13
2009,Winter,Cfa,Humid subtropical,Mixed Mode,Air Conditioned,Mechanical Heating,45,Male,0,1,no change,1,no change,NA,-1.3,38,21.11,0.5,1.1,1.1,1.1,1.1,1.1,21.3,NA,21.3,NA,21.5,NA,NA,NA,21.6,NA,57.5,NA,NA,0.06,NA,0.06,NA,NA,NA,NA,NA,1,NA,NA,13
